Sample,ContigName,RelAbundance,Order,Family,crAssphage,LifeCycle,ViralCluster,CRISPRMatch,Reads
IDT_i5_57,NODE_254_length_5796_cov_4.745515,0.000101661,Unassigned,Unassigned,N,virulent,Singleton,unknown,69
IDT_i5_57,NODE_70_length_4438_cov_4.937486,0.000168333,Caudovirales,Podoviridae,N,virulent,522_0,Bacteroides,91
IDT_i5_57,NODE_29_length_10317_cov_7.430131,0.000130107,Caudovirales,Siphoviridae,N,virulent,855_0,unknown,170
IDT_i5_57,NODE_17_length_9573_cov_5.378441,0.000100316,Caudovirales,Unclassified Caudovirales,N,temperate,Overlap,unknown,118
IDT_i5_57,NODE_222_length_4427_cov_4.271729,0.000101516,Unassigned,Unassigned,N,virulent,Singleton,unknown,52
IDT_i5_57,NODE_648_length_3083_cov_4.003303,0.000101143,Unassigned,Unassigned,N,virulent,922_0,unknown,36
IDT_i5_57,NODE_18_length_19430_cov_22.081548,0.000135245,Caudovirales,Siphoviridae,N,virulent,675_0,Bacteroides,320
IDT_i5_57,NODE_10_length_16287_cov_7.274088,0.00018458,Caudovirales,Siphoviridae,N,temperate,Overlap,Clostridium,384
IDT_i5_57,NODE_266_length_3082_cov_10.559300,0.000108871,Caudovirales,Siphoviridae,N,virulent,Outlier,unknown,39
IDT_i5_57,NODE_101_length_4764_cov_37.655553,0.000149065,Unassigned,Unassigned,N,virulent,528_0,unknown,85
IDT_i5_57,NODE_38_length_3427_cov_4.032622,8.42E-05,Unassigned,Unassigned,N,virulent,744_0,unknown,38
IDT_i5_57,NODE_65_length_6685_cov_3.433484,0.000188539,Unassigned,Unassigned,N,virulent,695_0,unknown,147
IDT_i5_57,NODE_42_length_8680_cov_9.289855,0.000155131,Caudovirales,crAss-like phage,Y,virulent,Outlier,unknown,152
IDT_i5_57,NODE_279_length_3671_cov_4.735066,0.000114606,Caudovirales,Unclassified Caudovirales,N,temperate,Singleton,unknown,51
IDT_i5_57,NODE_294_length_5401_cov_4.028058,0.000131121,Caudovirales,Siphoviridae,N,virulent,422_0,unknown,93
IDT_i5_57,NODE_247_length_4061_cov_4.464803,8.19E-05,Unassigned,Unassigned,N,virulent,Singleton,unknown,41
IDT_i5_57,NODE_43_length_5302_cov_4.088431,0.000120484,Unassigned,Unassigned,N,virulent,916_0,unknown,81
IDT_i5_57,NODE_75_length_3001_cov_4.379158,0.00014939,Caudovirales,Siphoviridae,N,virulent,666_0,unknown,56
IDT_i5_57,NODE_290_length_5416_cov_5.976124,0.000116389,Unassigned,Unassigned,N,virulent,958_0,unknown,75
IDT_i5_57,NODE_14_length_13424_cov_9.170693,0.000155103,Caudovirales,Siphoviridae,N,virulent,855_0,unknown,243
IDT_i5_57,NODE_283_length_3600_cov_5.547532,0.000265185,Unassigned,Unassigned,N,virulent,Outlier,unknown,112
IDT_i5_57,NODE_38_length_8972_cov_9.617360,0.000244993,Caudovirales,Siphoviridae,N,virulent,Outlier,Bacteroides,275
IDT_i5_57,NODE_35_length_6912_cov_5.043168,0.00015367,Caudovirales,Siphoviridae,N,virulent,Overlap,unknown,126
IDT_i5_57,NODE_502_length_3690_cov_3.585144,5.57E-05,Unassigned,Unassigned,N,virulent,Outlier,Bacteroides,26
IDT_i5_57,NODE_49_length_6838_cov_6.205072,0.000110723,Unassigned,Unassigned,N,temperate,852_0,unknown,89
IDT_i5_57,NODE_272_length_3026_cov_3.765399,0.000138997,Caudovirales,Siphoviridae,N,virulent,389_0,unknown,56
IDT_i5_57,NODE_45_length_7605_cov_6.757351,0.0001469,Caudovirales,Siphoviridae,N,virulent,874_0,unknown,132
IDT_i5_57,NODE_24_length_7234_cov_4.740075,0.000117484,Caudovirales,Siphoviridae,N,virulent,908_0,unknown,98
IDT_i5_57,NODE_49_length_8038_cov_6.437304,0.000116067,Caudovirales,Unclassified Caudovirales,N,temperate,Overlap,unknown,113
IDT_i5_57,NODE_45_length_8760_cov_4.508903,0.000167686,Unassigned,crAss-like phage,Y,virulent,Outlier,unknown,168
IDT_i5_57,NODE_224_length_4377_cov_4.135585,8.97E-05,Unassigned,Unassigned,N,virulent,Singleton,unknown,43
IDT_i5_57,NODE_144_length_3190_cov_6.896332,0.00029389,Unassigned,Unassigned,N,temperate,Outlier,unknown,118
IDT_i5_57,NODE_88_length_3454_cov_3.116211,0.000176934,Unassigned,Unassigned,N,virulent,Outlier,unknown,76
IDT_i5_57,NODE_36_length_12613_cov_6.569756,0.00014279,Caudovirales,Unclassified Caudovirales,N,virulent,815_0,unknown,209
IDT_i5_57,NODE_312_length_3242_cov_4.217132,0.000100835,Unassigned,Unassigned,N,virulent,Singleton,unknown,40
IDT_i5_57,NODE_56_length_16588_cov_16.853929,0.00012057,Caudovirales,Siphoviridae,N,temperate,852_0,unknown,232
IDT_i5_57,NODE_244_length_3296_cov_5.564023,0.000191308,Unassigned,Unassigned,N,virulent,604_0,unknown,76
IDT_i5_57,NODE_27_length_11095_cov_6.547826,0.00010407,Caudovirales,Siphoviridae,N,temperate,Overlap,unknown,141
IDT_i5_57,NODE_17_length_5636_cov_6.734277,0.000664918,Unassigned,Unassigned,N,virulent,Outlier,unknown,438
IDT_i5_57,NODE_320_length_3198_cov_3.466752,7.97E-05,Unassigned,Unassigned,N,virulent,Singleton,unknown,32
IDT_i5_57,NODE_28_length_8164_cov_4.961894,0.000159819,Unassigned,Unassigned,N,virulent,885_0,unknown,161
IDT_i5_57,NODE_110_length_11263_cov_5.298537,0.000143025,Caudovirales,Siphoviridae,N,virulent,675_0,Bacteroides,193
IDT_i5_57,NODE_176_length_7643_cov_10.556800,0.000259933,Caudovirales,Siphoviridae,N,virulent,Overlap,unknown,247
IDT_i5_57,NODE_35_length_3503_cov_2.860499,0.000108101,Caudovirales,Unclassified Caudovirales,N,temperate,Overlap,unknown,45
IDT_i5_57,NODE_256_length_3332_cov_8.124809,0.000189591,Unassigned,Unassigned,N,virulent,606_0,unknown,77
IDT_i5_57,NODE_622_length_3205_cov_5.491429,0.000126752,Unassigned,Unassigned,N,virulent,904_0,unknown,47
IDT_i5_57,NODE_398_length_4390_cov_4.660208,0.000111502,Caudovirales,Siphoviridae,N,virulent,Outlier,unknown,56
IDT_i5_57,NODE_312_length_5222_cov_5.338881,0.000162216,Unassigned,Unassigned,N,virulent,1003_0,unknown,103
IDT_i5_57,NODE_46_length_7123_cov_3.971562,0.000135842,Caudovirales,Siphoviridae,N,virulent,815_0,unknown,115
IDT_i5_57,NODE_22_length_7486_cov_4.268874,0.000147075,Caudovirales,Siphoviridae,N,virulent,Outlier,unknown,136
IDT_i5_57,NODE_183_length_5078_cov_6.361537,0.000165287,Caudovirales,Siphoviridae,N,virulent,Outlier,Clostridium,101
IDT_i5_57,NODE_91_length_3916_cov_3.464128,9.98E-05,Caudovirales,Siphoviridae,N,virulent,975_0,unknown,49
IDT_i5_57,NODE_1_length_92670_cov_8.799428,0.000151411,Caudovirales,Siphoviridae,N,temperate,338_0,unknown,1688
IDT_i5_57,NODE_126_length_6342_cov_7.387943,0.000139829,Unassigned,Unassigned,N,virulent,Singleton,unknown,105
IDT_i5_57,NODE_153_length_5772_cov_6.665209,0.000113188,Unassigned,Unassigned,N,virulent,897_0,unknown,73
IDT_i5_57,NODE_246_length_5935_cov_13.055612,0.000284961,Caudovirales,Siphoviridae,N,virulent,294_0,unknown,200
IDT_i5_57,NODE_114_length_10721_cov_7.264579,0.000186323,Unassigned,Unassigned,N,virulent,541_0,unknown,232
IDT_i5_57,NODE_46_length_6653_cov_5.977721,0.000129394,Unassigned,Unassigned,N,virulent,Singleton,unknown,100
IDT_i5_57,NODE_69_length_4439_cov_4.707573,0.000173952,Caudovirales,crAss-like phage,Y,virulent,Outlier,Bacteroides,88
IDT_i5_57,NODE_286_length_3544_cov_3.132989,0.000124458,Unassigned,Unassigned,N,virulent,1025_0,unknown,51
IDT_i5_57,NODE_39_length_3954_cov_11.487304,0.000133323,Unassigned,Unassigned,N,virulent,695_0,unknown,61
IDT_i5_57,NODE_155_length_5419_cov_4.474087,0.000435043,Caudovirales,Podoviridae,N,virulent,Outlier,unknown,278
IDT_i5_57,NODE_154_length_3115_cov_3.796078,0.000230784,Unassigned,Unassigned,N,virulent,873_0,unknown,101
IDT_i5_57,NODE_180_length_5120_cov_8.912340,0.000498015,Unassigned,Unassigned,N,virulent,643_0,Bacteroides,300
IDT_i5_57,NODE_15_length_7804_cov_24.368822,0.000109575,Caudovirales,Siphoviridae,N,virulent,912_0,unknown,99
IDT_i5_57,NODE_156_length_3017_cov_3.040513,0.000177892,Caudovirales,Siphoviridae,N,virulent,898_0,unknown,64
IDT_i5_57,NODE_80_length_8241_cov_4.867090,0.000106368,Caudovirales,Unclassified Caudovirales,N,temperate,1080_0,unknown,102
IDT_i5_57,NODE_129_length_9559_cov_10.805135,0.000177069,Caudovirales,Siphoviridae,N,virulent,604_0,unknown,210
IDT_i5_57,NODE_285_length_3563_cov_13.493729,0.000173596,Unassigned,Unassigned,N,virulent,1024_0,unknown,71
IDT_i5_57,NODE_63_length_5150_cov_4.323651,0.000310503,Unassigned,Unassigned,N,virulent,606_0,Bacteroides,190
IDT_i5_57,NODE_313_length_3225_cov_4.153312,0.000132162,Unassigned,Unassigned,N,virulent,663_0,unknown,55
IDT_i5_57,NODE_124_length_4108_cov_3.022699,7.04E-05,Unassigned,Unassigned,N,virulent,Singleton,unknown,37
IDT_i5_57,NODE_288_length_5449_cov_3.973674,8.69E-05,Caudovirales,Podoviridae,N,virulent,Outlier,unknown,55
IDT_i5_57,NODE_19_length_5541_cov_3.861648,0.000174796,Caudovirales,Siphoviridae,N,temperate,345_0,unknown,120
IDT_i5_57,NODE_402_length_4330_cov_5.258947,0.000174377,Unassigned,Unassigned,N,virulent,1026_0,unknown,84
IDT_i5_57,NODE_174_length_5281_cov_4.765786,0.000112531,Caudovirales,Myoviridae,N,temperate,Singleton,unknown,67
IDT_i5_57,NODE_499_length_3704_cov_5.312140,0.000114633,Caudovirales,Podoviridae,N,virulent,Outlier,unknown,54
IDT_i5_57,NODE_46_length_8580_cov_4.998358,0.000129693,Caudovirales,Siphoviridae,N,virulent,855_0,unknown,131
IDT_i5_57,NODE_26_length_15861_cov_6.722700,0.000104233,Caudovirales,Myoviridae,N,virulent,956_0,unknown,192
IDT_i5_57,NODE_128_length_9631_cov_17.984649,0.000153915,Caudovirales,crAss-like phage,Y,virulent,Overlap,unknown,179
IDT_i5_57,NODE_212_length_3401_cov_8.122975,0.000141055,Caudovirales,Unclassified Caudovirales,N,virulent,Outlier,unknown,55
IDT_i5_57,NODE_31_length_5518_cov_94.158704,0.000118651,Unassigned,Unassigned,N,virulent,916_0,unknown,79
IDT_i5_57,NODE_292_length_5408_cov_4.728190,0.000143013,Caudovirales,Unclassified Caudovirales,N,virulent,552_0,Bifidobacterium,102
IDT_i5_57,NODE_28_length_15604_cov_12.293652,0.000126909,Caudovirales,Siphoviridae,N,virulent,823_0,unknown,241
IDT_i5_57,NODE_218_length_4476_cov_6.236146,0.000132677,Unassigned,Unassigned,N,virulent,Singleton,unknown,69
IDT_i5_57,NODE_59_length_9939_cov_7.573351,0.00014663,Unassigned,Unassigned,N,virulent,Singleton,unknown,172
IDT_i5_57,NODE_240_length_6060_cov_11.329059,0.000255253,Unassigned,Unassigned,N,virulent,735_0,unknown,214
IDT_i5_57,NODE_25_length_14667_cov_4.519436,0.00012512,Caudovirales,crAss-like phage,Y,virulent,Outlier,unknown,207
IDT_i5_57,NODE_9_length_16018_cov_7.041909,0.000196837,Caudovirales,Podoviridae,N,virulent,Outlier,unknown,364
IDT_i5_57,NODE_238_length_3482_cov_59.035600,0.000289852,Unassigned,Unassigned,N,virulent,Outlier,Bacteroides,122
IDT_i5_57,NODE_637_length_3137_cov_3.649254,9.27E-05,Unassigned,Unassigned,N,virulent,Outlier,unknown,37
IDT_i5_57,NODE_5_length_42492_cov_10.923675,0.000160438,Caudovirales,Podoviridae,N,virulent,Outlier,unknown,788
IDT_i5_57,NODE_122_length_3787_cov_3.575831,0.000278226,Caudovirales,Siphoviridae,N,temperate,Outlier,unknown,125
IDT_i5_57,NODE_46_length_18532_cov_9.314229,0.000251971,Caudovirales,Siphoviridae,N,virulent,1024_0,unknown,553
IDT_i5_57,NODE_24_length_4397_cov_3.650852,0.000170828,Unassigned,Unassigned,N,virulent,Outlier,unknown,88
IDT_i5_57,NODE_108_length_3043_cov_3.418675,0.000292921,Unassigned,Unassigned,N,virulent,Outlier,Bacteroides,106
IDT_i5_57,NODE_392_length_4448_cov_4.832233,0.000216875,Caudovirales,Siphoviridae,N,virulent,Outlier,unknown,119
IDT_i5_57,NODE_120_length_6501_cov_2.870152,0.000173042,Caudovirales,Unclassified Caudovirales,N,virulent,Overlap,unknown,156
IDT_i5_57,NODE_245_length_3284_cov_4.365748,0.000230504,Caudovirales,Siphoviridae,N,virulent,Outlier,unknown,90
IDT_i5_57,NODE_102_length_7069_cov_5.153550,0.000119891,Caudovirales,Siphoviridae,N,virulent,552_0,Bifidobacterium,110
IDT_i5_57,NODE_184_length_5068_cov_6.660483,0.000195685,Caudovirales,Siphoviridae,N,virulent,Outlier,unknown,125
IDT_i5_57,NODE_288_length_3533_cov_3.380104,0.000284921,Unassigned,Unassigned,N,virulent,694_0,unknown,119
IDT_i5_57,NODE_307_length_3327_cov_3.418399,0.00012505,Unassigned,Unassigned,N,virulent,Singleton,unknown,50
IDT_i5_57,NODE_152_length_3006_cov_2.942054,0.000133274,Caudovirales,Siphoviridae,N,virulent,Outlier,Odoribacter,51
IDT_i5_57,NODE_62_length_6437_cov_9.313225,0.000199435,Caudovirales,Siphoviridae,N,virulent,744_0,unknown,154
IDT_i5_57,NODE_301_length_3373_cov_3.653104,0.000131986,Unassigned,Unassigned,N,virulent,Singleton,unknown,57
IDT_i5_57,NODE_204_length_3520_cov_18.673304,0.000179669,Unassigned,Unassigned,N,virulent,Outlier,unknown,78
IDT_i5_57,NODE_35_length_4978_cov_6.885233,0.000144641,Caudovirales,Siphoviridae,N,virulent,744_0,unknown,90
IDT_i5_57,NODE_97_length_4844_cov_3.612445,0.000173357,Caudovirales,Podoviridae,N,virulent,Outlier,unknown,99
IDT_i5_57,NODE_56_length_3311_cov_4.346437,0.000259691,Unassigned,Unassigned,N,virulent,345_0,unknown,108
IDT_i5_57,NODE_117_length_10381_cov_7.383982,0.000290301,Caudovirales,Myoviridae,N,virulent,423_0,unknown,356
IDT_i5_57,NODE_1_length_100474_cov_13.361963,0.000150274,Caudovirales,Siphoviridae,N,temperate,338_0,unknown,1788
IDT_i5_57,NODE_85_length_7963_cov_6.303364,0.000283282,Caudovirales,Unclassified Caudovirales,N,virulent,313_0,Parabacteroides,274
IDT_i5_57,NODE_509_length_3640_cov_5.849651,0.000112101,Unassigned,Unassigned,N,temperate,1031_0,unknown,49
IDT_i5_57,NODE_16_length_22095_cov_25.875318,0.000563743,Caudovirales,Siphoviridae,N,virulent,521_0,Alistipes,1468
IDT_i5_57,NODE_4_length_41128_cov_15.073552,0.000154902,Caudovirales,Podoviridae,N,virulent,Overlap,unknown,734
IDT_i5_57,NODE_12_length_27897_cov_22.777494,0.00020155,Caudovirales,Podoviridae,N,temperate,Overlap,unknown,742
IDT_i5_57,NODE_105_length_3617_cov_4.164795,0.000169388,Unassigned,Unassigned,N,virulent,Singleton,Bacteroides,69
IDT_i5_57,NODE_10_length_20445_cov_7.127219,0.000176892,Caudovirales,Unclassified Caudovirales,N,virulent,419_0,unknown,434
IDT_i5_57,NODE_642_length_3109_cov_4.306811,0.00018193,Unassigned,Unassigned,N,virulent,625_0,Clostridium,69
IDT_i5_57,NODE_114_length_4145_cov_3.541565,0.000208995,Unassigned,Unassigned,N,virulent,733_0,unknown,103
IDT_i5_57,NODE_1_length_57968_cov_8.412274,0.000189676,Caudovirales,Podoviridae,N,virulent,309_0,unknown,1271
IDT_i5_57,NODE_22_length_3789_cov_3.565881,0.000160495,Caudovirales,Podoviridae,N,virulent,Outlier,unknown,70
IDT_i5_57,NODE_265_length_3115_cov_5.546732,0.000321108,Unassigned,Unassigned,N,virulent,873_0,unknown,130
IDT_i5_57,NODE_258_length_3016_cov_6.765282,0.000331786,Unassigned,Unassigned,N,virulent,606_0,unknown,115
IDT_i5_57,NODE_231_length_4249_cov_2.789461,0.00023453,Caudovirales,Unclassified Caudovirales,N,virulent,906_0,unknown,123
IDT_i5_57,NODE_262_length_5768_cov_4.594434,0.000127054,Unassigned,Unassigned,N,virulent,1016_0,unknown,87
IDT_i5_57,NODE_149_length_3011_cov_3.639716,0.00046271,Caudovirales,Siphoviridae,N,virulent,882_0,unknown,172
IDT_i5_57,NODE_478_length_3804_cov_5.337957,0.000231298,Unassigned,Unassigned,N,virulent,Singleton,unknown,100
IDT_i5_57,NODE_58_length_6908_cov_16.633883,0.000238569,Caudovirales,Podoviridae,N,virulent,522_0,Bacteroides,198
IDT_i5_57,NODE_256_length_3942_cov_9.479547,0.000141439,Unassigned,Unassigned,N,virulent,Singleton,unknown,67
IDT_i5_57,NODE_259_length_3880_cov_34.235294,0.00017089,Caudovirales,Siphoviridae,N,virulent,733_0,unknown,80
IDT_i5_57,NODE_65_length_6246_cov_101.735099,0.000281759,no_order_Microviridae,Microviridae,N,virulent,536_0,Bacteroides,200
IDT_i5_57,NODE_28_length_13531_cov_56.049941,0.000142891,Caudovirales,Siphoviridae,N,virulent,230_0,unknown,239
IDT_i5_57,NODE_42_length_19826_cov_17.197663,0.000209267,Caudovirales,Unclassified Caudovirales,N,virulent,Overlap,unknown,483
IDT_i5_57,NODE_50_length_7497_cov_5.259339,0.00015817,Unassigned,Unassigned,N,virulent,1004_0,unknown,141
IDT_i5_57,NODE_32_length_6371_cov_4.515833,0.000135091,Caudovirales,Siphoviridae,N,virulent,Outlier,unknown,114
IDT_i5_57,NODE_117_length_3313_cov_4.185390,0.001683126,no_order_Microviridae,Microviridae,N,virulent,Outlier,Bacteroides,634
IDT_i5_57,NODE_50_length_3697_cov_3.619165,0.000130445,Caudovirales,Unclassified Caudovirales,N,virulent,975_0,unknown,58
IDT_i5_57,NODE_461_length_3886_cov_4.413991,0.000134473,Unassigned,Unassigned,N,virulent,Singleton,unknown,61
IDT_i5_57,NODE_332_length_3100_cov_3.167488,8.47E-05,Unassigned,Unassigned,N,virulent,Singleton,unknown,30
IDT_i5_57,NODE_89_length_5243_cov_3.925790,0.000539226,Unassigned,Unassigned,N,virulent,Outlier,unknown,325
IDT_i5_57,NODE_662_length_3027_cov_4.000673,9.80E-05,Unassigned,Unassigned,N,temperate,1080_0,unknown,36
IDT_i5_57,NODE_164_length_5560_cov_4.993460,0.000310623,Unassigned,Unassigned,N,virulent,311_0,Parabacteroides,200
IDT_i5_57,NODE_270_length_3219_cov_4.969343,0.000294195,Caudovirales,Unclassified Caudovirales,N,virulent,Outlier,unknown,119
IDT_i5_57,NODE_109_length_4279_cov_4.471117,0.000247073,Unassigned,Unassigned,N,virulent,623_0,Bifidobacterium,139
IDT_i5_57,NODE_245_length_4082_cov_3.805811,0.000114391,Caudovirales,Unclassified Caudovirales,N,virulent,Singleton,unknown,57
IDT_i5_57,NODE_112_length_6617_cov_3.925632,0.000519507,Unassigned,Unassigned,N,virulent,Outlier,unknown,386
IDT_i5_57,NODE_562_length_3461_cov_4.374927,0.000104793,Unassigned,Unassigned,N,virulent,Outlier,unknown,44
IDT_i5_57,NODE_151_length_5809_cov_7.129301,0.000150588,Unassigned,Unassigned,N,temperate,Singleton,unknown,98
IDT_i5_57,NODE_20_length_9420_cov_10.912547,0.000220273,Caudovirales,Podoviridae,N,virulent,694_0,unknown,245
IDT_i5_57,NODE_90_length_5164_cov_5.370327,0.000363423,Unassigned,Unassigned,N,virulent,Outlier,unknown,225
IDT_i5_57,NODE_282_length_3141_cov_3.210305,0.000101869,Unassigned,Unassigned,N,virulent,Outlier,unknown,43
IDT_i5_57,NODE_154_length_5736_cov_4.260518,0.000284435,Unassigned,Unassigned,N,virulent,Outlier,unknown,192
IDT_i5_57,NODE_151_length_3008_cov_4.244497,0.000491839,Unassigned,Unassigned,N,virulent,892_0,unknown,174
IDT_i5_57,NODE_443_length_3974_cov_2.953815,0.00010842,Unassigned,Unassigned,N,virulent,Singleton,unknown,50
IDT_i5_57,NODE_13_length_6206_cov_17.692733,0.00028959,no_order_Microviridae,Microviridae,N,virulent,536_0,Bacteroides,207
IDT_i5_57,NODE_52_length_5094_cov_5.404842,0.001005407,Caudovirales,Podoviridae,N,virulent,58_0,Holdemania,592
IDT_i5_57,NODE_62_length_9804_cov_15.559442,0.000141265,Caudovirales,Siphoviridae,N,virulent,Outlier,unknown,172
IDT_i5_57,NODE_29_length_8491_cov_5.077406,0.000131052,Caudovirales,Siphoviridae,N,virulent,975_0,unknown,133
IDT_i5_57,NODE_56_length_5722_cov_8.382389,0.00023615,Unassigned,Unassigned,N,virulent,Outlier,unknown,164
IDT_i5_57,NODE_193_length_4807_cov_38.403830,0.001698294,Unassigned,Unassigned,N,virulent,Outlier,unknown,963
IDT_i5_57,NODE_205_length_4618_cov_6.717291,0.000126458,Caudovirales,Myoviridae,N,virulent,Singleton,unknown,69
IDT_i5_57,NODE_2_length_98161_cov_90.024851,0.000169078,Caudovirales,Podoviridae,N,virulent,309_0,unknown,1907
IDT_i5_57,NODE_204_length_6664_cov_4.363141,0.000155977,Caudovirales,Unclassified Caudovirales,N,virulent,812_0,Staphylococcus,121
IDT_i5_57,NODE_377_length_4581_cov_2.687362,0.000122409,Unassigned,Unassigned,N,virulent,Singleton,unknown,65
IDT_i5_57,NODE_45_length_4251_cov_4.086273,0.000189149,Caudovirales,Myoviridae,N,temperate,345_0,unknown,96
IDT_i5_57,NODE_106_length_3605_cov_3.310423,0.000158144,Caudovirales,Siphoviridae,N,virulent,Outlier,unknown,72
IDT_i5_57,NODE_2_length_98161_cov_224.621664,0.000175285,Caudovirales,Podoviridae,N,virulent,309_0,unknown,1965
IDT_i5_57,NODE_20_length_4587_cov_3.913725,0.000218153,Caudovirales,Siphoviridae,N,virulent,Outlier,unknown,118
IDT_i5_57,NODE_2_length_56943_cov_16.452855,0.000197982,Caudovirales,Podoviridae,N,virulent,309_0,unknown,1284
IDT_i5_57,NODE_3_length_19815_cov_7.120496,0.000497648,Unassigned,Unassigned,N,virulent,Overlap,unknown,1126
IDT_i5_57,NODE_16_length_20921_cov_7.534746,0.000226094,Caudovirales,Siphoviridae,N,virulent,Outlier,unknown,572
IDT_i5_57,NODE_65_length_9538_cov_5.443847,0.000783198,Unassigned,Unassigned,N,virulent,Overlap,unknown,854
IDT_i5_57,NODE_150_length_3009_cov_3.821936,0.000207036,Unassigned,Unassigned,N,virulent,Outlier,unknown,76
IDT_i5_57,NODE_7_length_61859_cov_27.665604,0.000169709,Caudovirales,Podoviridae,N,virulent,309_0,unknown,1188
IDT_i5_57,NODE_209_length_4567_cov_6.567819,0.000150393,Unassigned,Unassigned,N,virulent,Singleton,unknown,81
IDT_i5_57,NODE_18_length_5273_cov_8.184170,0.00097383,Unassigned,Unassigned,N,virulent,Outlier,unknown,613
IDT_i5_57,NODE_140_length_3316_cov_5.015946,0.000398978,Caudovirales,Siphoviridae,N,temperate,862_0,Bifidobacterium,183
IDT_i5_57,NODE_46_length_10211_cov_3.575719,0.00030362,Caudovirales,Siphoviridae,N,temperate,238_0,unknown,369
IDT_i5_57,NODE_27_length_15828_cov_11.083117,0.000247864,Caudovirales,Siphoviridae,N,virulent,294_0,Absiella,453
IDT_i5_57,NODE_55_length_5765_cov_4.039930,0.000153419,Caudovirales,crAss-like phage,Y,virulent,Outlier,unknown,104
IDT_i5_57,NODE_143_length_3189_cov_7.567645,0.000426112,Unassigned,crAss-like phage,Y,virulent,Outlier,unknown,153
IDT_i5_57,NODE_306_length_3332_cov_3.661276,0.000114226,Unassigned,Unassigned,N,virulent,Singleton,unknown,47
IDT_i5_57,NODE_274_length_3734_cov_4.092960,0.000173451,Caudovirales,Siphoviridae,N,virulent,488_0,Lactococcus,76
IDT_i5_57,NODE_31_length_6351_cov_5.670584,0.000577766,Unassigned,Unassigned,N,temperate,Outlier,Bacteroides,429
IDT_i5_57,NODE_180_length_4566_cov_2.582576,0.000151351,Unassigned,Unassigned,N,temperate,Singleton,unknown,93
IDT_i5_57,NODE_588_length_3345_cov_3.995441,0.000186318,Unassigned,Unassigned,N,virulent,Outlier,unknown,77
IDT_i5_57,NODE_50_length_4255_cov_37.118571,0.001028187,Unassigned,crAss-like phage,Y,virulent,Outlier,Bacteroides,486
IDT_i5_57,NODE_365_length_4706_cov_6.102774,0.00015736,Unassigned,Unassigned,N,virulent,528_0,unknown,88
IDT_i5_57,NODE_81_length_5779_cov_4.744410,0.000207586,Caudovirales,Siphoviridae,N,virulent,Overlap,Lactococcus,142
IDT_i5_57,NODE_121_length_3808_cov_4.586198,0.000186646,no_order_Microviridae,Microviridae,N,virulent,Overlap,Faecalibacterium,87
IDT_i5_57,NODE_100_length_7185_cov_3.836746,0.000173634,Unassigned,Unassigned,N,virulent,519_0,unknown,146
IDT_i5_57,NODE_18_length_3880_cov_6.573595,0.000745384,Unassigned,Unassigned,N,virulent,884_0,unknown,343
IDT_i5_57,NODE_8_length_15529_cov_36.651415,0.000357886,Caudovirales,Unclassified Caudovirales,N,temperate,Outlier,Bacteroides,647
IDT_i5_57,NODE_32_length_12807_cov_65.450831,0.000473028,Caudovirales,Unclassified Caudovirales,N,virulent,Outlier,Bacteroides,715
IDT_i5_57,NODE_457_length_3898_cov_4.406974,0.000203579,Unassigned,Unassigned,N,virulent,Singleton,unknown,93
IDT_i5_57,NODE_8_length_6449_cov_10.020488,0.000174648,Caudovirales,Podoviridae,N,virulent,818_0,unknown,133
IDT_i5_57,NODE_103_length_4431_cov_5.250914,0.000530481,Unassigned,Unassigned,N,virulent,Outlier,Parabacteroides,270
IDT_i5_57,NODE_25_length_7263_cov_4.181465,0.000241455,Caudovirales,Siphoviridae,N,virulent,Outlier,unknown,206
IDT_i5_57,NODE_345_length_3011_cov_3.334574,0.000197932,Caudovirales,Unclassified Caudovirales,N,virulent,Outlier,unknown,72
IDT_i5_57,NODE_137_length_3476_cov_4.711488,0.000635559,Unassigned,Unassigned,N,temperate,843_0,Bifidobacterium,267
IDT_i5_57,NODE_47_length_10185_cov_5.109970,0.000414853,Unassigned,Unassigned,N,virulent,Outlier,unknown,485
IDT_i5_57,NODE_98_length_3261_cov_2.702121,0.000523229,Caudovirales,Siphoviridae,N,virulent,674_0,unknown,199
IDT_i5_57,NODE_92_length_3900_cov_3.451495,0.000476124,Caudovirales,Siphoviridae,N,virulent,623_0,unknown,236
IDT_i5_57,NODE_300_length_3421_cov_3.402852,0.000290997,Unassigned,Unassigned,N,virulent,653_0,unknown,125
IDT_i5_57,NODE_294_length_3065_cov_22.522259,0.000214866,Unassigned,Unassigned,N,virulent,Outlier,unknown,79
IDT_i5_57,NODE_107_length_6939_cov_5.695090,0.000192777,Caudovirales,Unclassified Caudovirales,N,virulent,605_0,unknown,165
IDT_i5_57,NODE_93_length_4057_cov_5.243878,0.000224226,Caudovirales,crAss-like phage,Y,virulent,Outlier,unknown,105
IDT_i5_57,NODE_17_length_3853_cov_15.091364,0.000289627,no_order_Microviridae,Microviridae,N,virulent,536_0,Bacteroides,130
IDT_i5_57,NODE_13_length_26099_cov_44.439449,0.000192284,Caudovirales,Siphoviridae,N,temperate,723_0,Bacteroides,579
IDT_i5_57,NODE_110_length_4219_cov_6.051633,0.000347822,Unassigned,Unassigned,N,virulent,Outlier,unknown,177
IDT_i5_57,NODE_8_length_32115_cov_11.883188,0.000467321,Caudovirales,Siphoviridae,N,temperate,521_0,Bacteroides,1784
