ContigName,Order,Family,crAssphage,LifeCycle,ViralCluster,CRISPRHost
NODE_27_length_8334_cov_9.197729,no_order_Microviridae,Microviridae,N,virulent,688_0,Bacteroides
NODE_33_length_8429_cov_11.872104,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_110_length_4866_cov_117.247558,no_order_Microviridae,Microviridae,N,virulent,688_0,Bacteroides
NODE_51_length_6031_cov_10.015897,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_163_length_3315_cov_3.533436,no_order_Microviridae,Microviridae,N,virulent,688_0,Bacteroides
NODE_28_length_6412_cov_20.302658,no_order_Microviridae,Microviridae,N,virulent,688_0,Bacteroides
NODE_81_length_6462_cov_14.545965,no_order_Microviridae,Microviridae,N,virulent,688_0,Bacteroides
NODE_2_length_12692_cov_11.945794,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_70_length_6412_cov_394.261759,no_order_Microviridae,Microviridae,N,virulent,688_0,Bacteroides
NODE_64_length_9714_cov_23.207268,Unassigned,crAssphage,Y,virulent,Outlier,unknown
NODE_123_length_3686_cov_21.350041,Unassigned,Unassigned,N,virulent,790_0,Prevotella
NODE_51_length_8439_cov_27.176169,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_14_length_11562_cov_6.079082,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_75_length_3892_cov_2.752671,Unassigned,Unassigned,N,virulent,Outlier,Faecalibacterium
NODE_22_length_9635_cov_6.176722,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_121_length_4586_cov_5.270139,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_83_length_4833_cov_3.247175,Caudovirales,Myoviridae,N,virulent,Outlier,unknown
NODE_29_length_3174_cov_4.591536,Unassigned,Unassigned,N,virulent,Outlier,unknown
NODE_73_length_10518_cov_5.416898,Caudovirales,Myoviridae,N,virulent,289_0,unknown
NODE_138_length_4542_cov_11.252284,Caudovirales,Myoviridae,N,virulent,251_0,unknown
NODE_184_length_4530_cov_4.396648,Caudovirales,Siphoviridae,N,virulent,Singleton,unknown
NODE_604_length_3265_cov_3.548287,Unassigned,Unassigned,N,virulent,1077_0,unknown
NODE_79_length_11710_cov_12.967911,Caudovirales,Unassigned,N,virulent,732_0,unknown
NODE_29_length_8008_cov_8.104363,Unassigned,Unassigned,N,virulent,Outlier,unknown
NODE_317_length_5153_cov_22.139859,no_order_Microviridae,Microviridae,N,virulent,624_0,Flavonifractor
NODE_18_length_5106_cov_4.478321,no_order_Microviridae,Microviridae,N,virulent,624_0,Flavonifractor
NODE_84_length_4788_cov_7.215086,no_order_Microviridae,Microviridae,N,virulent,624_0,Flavonifractor
NODE_38_length_22343_cov_6.160894,Caudovirales,Unassigned,N,virulent,1048_0,unknown
NODE_77_length_3876_cov_26.777807,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_186_length_7295_cov_6.795580,Unassigned,Unassigned,N,virulent,956_0,unknown
NODE_123_length_6418_cov_5.692755,Caudovirales,Myoviridae,N,virulent,796_0,unknown
NODE_340_length_3033_cov_4.440900,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_86_length_7930_cov_6.933079,Caudovirales,Unassigned,N,virulent,1070_0,unknown
NODE_154_length_4430_cov_5.775543,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_120_length_6501_cov_2.870152,Caudovirales,Unassigned,N,virulent,Overlap,unknown
NODE_15_length_40358_cov_10.473339,Caudovirales,Myoviridae,N,virulent,906_0,unknown
NODE_78_length_5544_cov_3.962106,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_56_length_7994_cov_11.599698,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_439_length_4008_cov_6.806729,Unassigned,Unassigned,N,virulent,Singleton,Clostridium
NODE_4_length_36668_cov_92.360855,Caudovirales,Unassigned,N,virulent,261_0,Syntrophobotulus
NODE_4_length_36667_cov_172.320250,Caudovirales,Siphoviridae,N,virulent,261_0,Syntrophobotulus
NODE_72_length_8972_cov_5.902882,Caudovirales,Myoviridae,N,virulent,Singleton,unknown
NODE_16_length_24050_cov_6.533736,Caudovirales,Myoviridae,N,virulent,261_0,unknown
NODE_250_length_3395_cov_5.809281,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_7_length_36667_cov_25.666284,Caudovirales,Siphoviridae,N,virulent,261_0,Syntrophobotulus
NODE_60_length_4886_cov_6.874560,Unassigned,Unassigned,N,virulent,639_0,unknown
NODE_15_length_25986_cov_29.889746,Caudovirales,Siphoviridae,N,virulent,538_0,unknown
NODE_64_length_11854_cov_7.020425,Caudovirales,Unassigned,N,virulent,857_0,unknown
NODE_113_length_5976_cov_14.985644,Caudovirales,Siphoviridae,N,virulent,Outlier,unknown
NODE_14_length_7922_cov_5.231982,Caudovirales,Siphoviridae,N,virulent,538_0,unknown
NODE_40_length_3382_cov_5.288548,Unassigned,Unassigned,N,virulent,Outlier,unknown
NODE_13_length_26637_cov_29.251072,Caudovirales,Siphoviridae,N,virulent,538_0,Blautia
NODE_73_length_8193_cov_9.030106,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_104_length_4584_cov_6.247516,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_233_length_3566_cov_5.169467,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_73_length_6312_cov_15.827393,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_95_length_5931_cov_7.846324,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_43_length_7071_cov_6.095781,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_57_length_5583_cov_3.931078,Unassigned,Unassigned,N,virulent,1049_0,unknown
NODE_123_length_6185_cov_6.372594,Caudovirales,Unassigned,N,virulent,Outlier,unknown
NODE_61_length_6968_cov_3.928830,Caudovirales,Unassigned,N,virulent,Singleton,unknown
NODE_118_length_10352_cov_5.136156,Caudovirales,Siphoviridae,N,virulent,Singleton,Pseudoflavonifractor
NODE_12_length_6705_cov_2.549173,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_24_length_8693_cov_5.403450,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_144_length_4638_cov_4.488326,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_55_length_5148_cov_6.587473,Unassigned,Unassigned,N,virulent,540_0,unknown
NODE_53_length_3216_cov_9.662449,Unassigned,Unassigned,N,virulent,Outlier,unknown
NODE_156_length_3017_cov_3.040513,Caudovirales,Siphoviridae,N,virulent,898_0,unknown
NODE_172_length_4341_cov_4.477135,Caudovirales,Siphoviridae,N,virulent,898_0,unknown
NODE_47_length_8473_cov_4.113923,Caudovirales,Siphoviridae,N,virulent,738_0,Bacteroides
NODE_38_length_7811_cov_10.420835,Caudovirales,Siphoviridae,N,virulent,540_0,unknown
NODE_26_length_25446_cov_9.174944,Caudovirales,Siphoviridae,N,virulent,966_0,Bacteroides
NODE_186_length_4510_cov_6.562290,Caudovirales,Siphoviridae,N,virulent,Singleton,unknown
NODE_2_length_56218_cov_45.328081,Caudovirales,Unassigned,N,virulent,531_0,unknown
NODE_2_length_121796_cov_38.274698,Caudovirales,Myoviridae,N,virulent,226_1,unknown
NODE_29_length_10955_cov_11.335872,Unassigned,Unassigned,N,virulent,1012_0,unknown
NODE_132_length_9514_cov_4.809916,Caudovirales,Myoviridae,N,virulent,Singleton,unknown
NODE_42_length_18787_cov_29.736600,Caudovirales,Siphoviridae,N,virulent,155_0,unknown
NODE_52_length_4097_cov_3.005443,Unassigned,Unassigned,N,virulent,1013_0,unknown
NODE_119_length_10266_cov_4.841837,Caudovirales,Myoviridae,N,virulent,759_0,unknown
NODE_108_length_3043_cov_3.418675,Unassigned,Unassigned,N,virulent,Outlier,Bacteroides
NODE_126_length_5742_cov_10.918059,Unassigned,Unassigned,N,virulent,804_0,unknown
NODE_18_length_5552_cov_4.311261,Caudovirales,Siphoviridae,N,virulent,671_0,unknown
NODE_85_length_7426_cov_7.755528,Unassigned,Unassigned,N,virulent,759_0,unknown
NODE_28_length_3588_cov_3.508067,Caudovirales,Unassigned,N,virulent,671_0,unknown
NODE_185_length_5003_cov_3.097413,Unassigned,Unassigned,N,virulent,759_0,unknown
NODE_123_length_3180_cov_3.784960,Unassigned,Unassigned,N,virulent,Outlier,unknown
NODE_63_length_3610_cov_2.874262,Caudovirales,Siphoviridae,N,virulent,671_0,unknown
NODE_61_length_6695_cov_9.791114,Unassigned,Unassigned,N,virulent,804_0,unknown
NODE_24_length_18718_cov_7.947811,Caudovirales,Siphoviridae,N,virulent,803_0,unknown
NODE_414_length_4198_cov_5.198648,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_114_length_5440_cov_11.199629,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_41_length_8259_cov_13.859093,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_2_length_16057_cov_21.332021,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_179_length_3456_cov_3.890620,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_22_length_12362_cov_10.209149,Caudovirales,Myoviridae,N,virulent,997_0,unknown
NODE_169_length_4298_cov_2.979496,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_2_length_47368_cov_20.406083,Caudovirales,Siphoviridae,N,virulent,657_0,unknown
NODE_1_length_90709_cov_582.132118,Caudovirales,Siphoviridae,N,virulent,657_0,unknown
NODE_208_length_3947_cov_4.739209,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_7_length_21536_cov_8.944975,Caudovirales,Siphoviridae,N,virulent,538_0,unknown
NODE_82_length_5604_cov_5.522256,Unassigned,Unassigned,N,virulent,Outlier,unknown
NODE_4_length_37919_cov_12.412054,Unassigned,Unassigned,N,virulent,Overlap,Bacteroides
NODE_31_length_7729_cov_33.411780,Unassigned,Unassigned,N,virulent,Outlier,unknown
NODE_3_length_23616_cov_9.787063,Caudovirales,crAssphage,Y,virulent,677_0,unknown
NODE_35_length_13483_cov_9.804215,Unassigned,Unassigned,N,virulent,677_0,unknown
NODE_671_length_3007_cov_3.096545,Caudovirales,Unassigned,N,virulent,Singleton,unknown
NODE_20_length_20690_cov_8.710443,Unassigned,Unassigned,N,virulent,677_0,unknown
NODE_5_length_27295_cov_41.509581,Caudovirales,Podoviridae,N,virulent,677_0,unknown
NODE_62_length_3568_cov_4.115001,Caudovirales,Siphoviridae,N,virulent,Outlier,Erysipelatoclostridium
NODE_116_length_5354_cov_3.837328,Caudovirales,Siphoviridae,N,virulent,745_0,Erysipelatoclostridium
NODE_72_length_6313_cov_14.245606,Caudovirales,Siphoviridae,N,virulent,Outlier,Erysipelatoclostridium
NODE_15_length_12330_cov_12.756660,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_133_length_3954_cov_5.276225,Caudovirales,Unassigned,N,virulent,Singleton,unknown
NODE_174_length_3493_cov_2.973240,Unassigned,Unassigned,N,virulent,Outlier,unknown
NODE_261_length_3091_cov_3.706192,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_132_length_3363_cov_4.340689,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_136_length_3356_cov_5.081793,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_230_length_3244_cov_5.883349,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_125_length_5844_cov_7.835550,Caudovirales,Unassigned,N,virulent,802_0,unknown
NODE_26_length_15861_cov_6.722700,Caudovirales,Myoviridae,N,virulent,956_0,unknown
NODE_417_length_4180_cov_56.175515,Unassigned,Unassigned,N,virulent,Singleton,Collinsella
NODE_37_length_4114_cov_4.941365,Caudovirales,Siphoviridae,N,virulent,340_0,unknown
NODE_30_length_7433_cov_5.283681,Caudovirales,Siphoviridae,N,virulent,340_0,unknown
NODE_44_length_3791_cov_3.993576,Caudovirales,Siphoviridae,N,virulent,340_0,unknown
NODE_147_length_3975_cov_6.630102,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_68_length_6044_cov_4.382535,Caudovirales,Myoviridae,N,virulent,668_0,Parabacteroides
NODE_92_length_12717_cov_9.727215,Caudovirales,Siphoviridae,N,virulent,Outlier,unknown
NODE_23_length_11386_cov_6.389021,Unassigned,Unassigned,N,virulent,964_0,unknown
NODE_157_length_8253_cov_17.211515,Unassigned,Unassigned,N,virulent,858_0,unknown
NODE_148_length_5838_cov_4.947086,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_22_length_15547_cov_11.760780,Unassigned,Unassigned,N,virulent,822_0,unknown
NODE_37_length_13118_cov_6.884636,Unassigned,Unassigned,N,virulent,669_0,unknown
NODE_4_length_27747_cov_56.268272,Unassigned,Unassigned,N,virulent,822_0,unknown
NODE_46_length_3683_cov_3.597574,Caudovirales,Unassigned,N,virulent,Outlier,Clostridium
NODE_193_length_3294_cov_4.726150,Caudovirales,Siphoviridae,N,virulent,Singleton,unknown
NODE_151_length_5496_cov_4.467929,Caudovirales,Podoviridae,N,virulent,Singleton,unknown
NODE_93_length_3316_cov_5.575590,Unassigned,Unassigned,N,virulent,Outlier,unknown
NODE_408_length_4233_cov_8.864768,Caudovirales,Siphoviridae,N,virulent,389_0,unknown
NODE_67_length_15073_cov_7.517512,Caudovirales,Siphoviridae,N,virulent,Outlier,Eubacterium
NODE_276_length_3704_cov_12.009866,Unassigned,Unassigned,N,virulent,837_0,unknown
NODE_313_length_3225_cov_4.153312,Unassigned,Unassigned,N,virulent,663_0,unknown
NODE_189_length_4485_cov_3.002032,Caudovirales,Myoviridae,N,virulent,Outlier,unknown
NODE_63_length_3203_cov_9.581321,Unassigned,crAssphage,Y,virulent,1029_0,unknown
NODE_80_length_5781_cov_7.935732,Unassigned,crAssphage,Y,virulent,1029_0,unknown
NODE_106_length_6262_cov_14.501047,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_71_length_5087_cov_66.782790,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_15_length_14029_cov_6.432303,Caudovirales,Siphoviridae,N,virulent,249_0,Lawsonibacter
NODE_14_length_26544_cov_15.341349,Caudovirales,Myoviridae,N,virulent,248_0,unknown
NODE_68_length_13116_cov_6.887681,Caudovirales,Podoviridae,N,virulent,915_0,unknown
NODE_146_length_4566_cov_18.235425,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_56_length_3317_cov_3.893317,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_129_length_4834_cov_8.863570,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_25_length_14667_cov_4.519436,Caudovirales,crAssphage,Y,virulent,Outlier,unknown
NODE_202_length_6706_cov_6.549241,Caudovirales,Siphoviridae,N,virulent,Singleton,unknown
NODE_193_length_3103_cov_11.539042,Caudovirales,Unassigned,N,virulent,Singleton,unknown
NODE_76_length_5771_cov_6.471484,Unassigned,Unassigned,N,virulent,1074_0,unknown
NODE_6_length_69259_cov_25.411797,Caudovirales,Myoviridae,N,virulent,578_0,Odoribacter
NODE_74_length_3142_cov_2.869453,Caudovirales,Podoviridae,N,virulent,Singleton,unknown
NODE_68_length_11222_cov_6.888600,Caudovirales,Myoviridae,N,virulent,Overlap,unknown
NODE_130_length_6402_cov_5.099732,Unassigned,Unassigned,N,virulent,830_0,unknown
NODE_33_length_13635_cov_5.977025,Caudovirales,Myoviridae,N,virulent,830_0,unknown
NODE_7_length_6971_cov_8.791932,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_51_length_7473_cov_10.048531,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_154_length_4700_cov_13.217653,Caudovirales,Siphoviridae,N,virulent,664_0,Intestinimonas
NODE_45_length_4438_cov_7.069587,Caudovirales,Siphoviridae,N,virulent,745_0,unknown
NODE_30_length_13222_cov_27.865117,Caudovirales,Podoviridae,N,virulent,Overlap,unknown
NODE_95_length_3898_cov_4.824096,Caudovirales,Unassigned,N,virulent,Singleton,unknown
NODE_260_length_5772_cov_3.107749,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_168_length_7798_cov_6.278187,Caudovirales,Myoviridae,N,virulent,Outlier,unknown
NODE_266_length_3082_cov_10.559300,Caudovirales,Siphoviridae,N,virulent,Outlier,unknown
NODE_22_length_5554_cov_6.556647,Caudovirales,Siphoviridae,N,virulent,231_0,unknown
NODE_80_length_3432_cov_3.228013,Caudovirales,Unassigned,N,virulent,231_0,unknown
NODE_36_length_20346_cov_10.694446,Caudovirales,Myoviridae,N,virulent,731_0,unknown
NODE_113_length_7254_cov_4.082234,Unassigned,Unassigned,N,virulent,Overlap,unknown
NODE_28_length_11846_cov_33.794928,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_34_length_3781_cov_2.651100,Unassigned,Unassigned,N,virulent,Outlier,unknown
NODE_20_length_7341_cov_5.470491,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_283_length_3600_cov_5.547532,Unassigned,Unassigned,N,virulent,Outlier,unknown
NODE_251_length_4028_cov_4.582431,Caudovirales,Siphoviridae,N,virulent,Outlier,unknown
NODE_28_length_18221_cov_6.691622,Caudovirales,Siphoviridae,N,virulent,Outlier,Bacteroides
NODE_63_length_6780_cov_123.705725,no_order_Microviridae,Microviridae,N,virulent,Outlier,unknown
NODE_5_length_14175_cov_27.795609,Unassigned,Unassigned,N,virulent,700_0,unknown
NODE_196_length_3967_cov_3.643916,Caudovirales,Myoviridae,N,virulent,Outlier,unknown
NODE_3_length_18764_cov_38.355978,Caudovirales,Unassigned,N,virulent,914_0,unknown
NODE_3_length_14761_cov_167.794166,Caudovirales,Myoviridae,N,virulent,700_0,unknown
NODE_123_length_10047_cov_7.060448,Caudovirales,Unassigned,N,virulent,Overlap,unknown
NODE_257_length_3918_cov_3.444473,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_143_length_3189_cov_7.567645,Unassigned,crAssphage,Y,virulent,Outlier,unknown
NODE_139_length_5756_cov_6.951237,Unassigned,Unassigned,N,virulent,Outlier,unknown
NODE_272_length_3078_cov_6.153159,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_60_length_5737_cov_12.847237,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_282_length_3606_cov_6.574486,Unassigned,Unassigned,N,virulent,1016_0,unknown
NODE_180_length_4140_cov_15.958629,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_45_length_7562_cov_9.437059,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_89_length_3257_cov_17.654591,Unassigned,Unassigned,N,virulent,Outlier,Blautia
NODE_502_length_3690_cov_3.585144,Unassigned,Unassigned,N,virulent,Outlier,Bacteroides
NODE_99_length_6668_cov_3.834568,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_35_length_10583_cov_52.940255,Unassigned,Unassigned,N,virulent,886_0,Bacteroides
NODE_13_length_6206_cov_17.692733,no_order_Microviridae,Microviridae,N,virulent,536_0,Bacteroides
NODE_50_length_9014_cov_8.338989,Caudovirales,Myoviridae,N,virulent,423_0,unknown
NODE_235_length_3190_cov_3.694099,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_212_length_3762_cov_2.836256,Caudovirales,Myoviridae,N,virulent,773_0,unknown
NODE_14_length_24512_cov_13.555424,Unassigned,Unassigned,N,virulent,567_0,Parabacteroides
NODE_330_length_5033_cov_5.514865,no_order_Microviridae,Microviridae,N,virulent,624_0,unknown
NODE_670_length_3008_cov_4.138503,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_84_length_4725_cov_7.397645,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_14_length_9569_cov_5.947551,Unassigned,Unassigned,N,virulent,Outlier,unknown
NODE_34_length_7183_cov_9.402637,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_5_length_8929_cov_11.688754,Caudovirales,Siphoviridae,N,virulent,494_0,unknown
NODE_347_length_3007_cov_3.551152,Unassigned,Unassigned,N,virulent,Outlier,unknown
NODE_106_length_5416_cov_21.098862,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_229_length_3495_cov_3.121802,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_30_length_10670_cov_10.570231,no_order_Phycodnaviridae,Phycodnaviridae,N,virulent,Singleton,unknown
NODE_214_length_3711_cov_7.112691,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_64_length_6252_cov_4.723899,Unassigned,Unassigned,N,virulent,566_0,unknown
NODE_86_length_3433_cov_7.697750,Unassigned,Unassigned,N,virulent,567_0,unknown
NODE_145_length_4723_cov_6.662811,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_69_length_6253_cov_8.200387,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_98_length_3204_cov_7.594474,Unassigned,Unassigned,N,virulent,388_0,unknown
NODE_231_length_3243_cov_211.806148,Unassigned,Unassigned,N,virulent,996_0,unknown
NODE_83_length_8883_cov_6.212053,Caudovirales,Podoviridae,N,virulent,Overlap,Dorea
NODE_86_length_3995_cov_5.117513,Unassigned,Unassigned,N,virulent,604_0,unknown
NODE_33_length_7948_cov_5.652604,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_377_length_4581_cov_2.687362,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_74_length_5650_cov_25.140304,Caudovirales,Unassigned,N,virulent,853_0,unknown
NODE_133_length_6129_cov_6.628910,Unassigned,Unassigned,N,virulent,836_0,unknown
NODE_39_length_4833_cov_2.595228,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_266_length_5745_cov_12.886467,Caudovirales,Myoviridae,N,virulent,773_0,unknown
NODE_248_length_3299_cov_4.461776,Unassigned,Unassigned,N,virulent,Outlier,unknown
NODE_104_length_4478_cov_3.647298,Unassigned,Unassigned,N,virulent,567_0,unknown
NODE_44_length_3046_cov_7.406887,Unassigned,Unassigned,N,virulent,Outlier,unknown
NODE_184_length_4022_cov_16.927653,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_178_length_3891_cov_3.680657,Unassigned,Unassigned,N,virulent,Outlier,unknown
NODE_130_length_4990_cov_10.562715,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_189_length_3714_cov_19.805685,Unassigned,Unassigned,N,virulent,617_0,unknown
NODE_97_length_6387_cov_6.737208,Caudovirales,Unassigned,N,virulent,1018_0,unknown
NODE_71_length_3226_cov_4.301798,Caudovirales,Podoviridae,N,virulent,243_0,Salmonella
NODE_246_length_3383_cov_19.777344,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_95_length_4897_cov_3.610492,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_560_length_3470_cov_5.021083,Unassigned,Unassigned,N,virulent,Outlier,unknown
NODE_419_length_4152_cov_3.879424,Unassigned,Unassigned,N,virulent,836_0,unknown
NODE_245_length_4082_cov_3.805811,Caudovirales,Unassigned,N,virulent,Singleton,unknown
NODE_98_length_4728_cov_7.433126,Caudovirales,Siphoviridae,N,virulent,Outlier,unknown
NODE_262_length_3148_cov_3.012932,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_38_length_5914_cov_30.776242,Unassigned,crAssphage,Y,virulent,Outlier,unknown
NODE_666_length_3020_cov_43.039123,Caudovirales,Siphoviridae,N,virulent,489_0,unknown
NODE_7_length_5017_cov_3.969166,Unassigned,Unassigned,N,virulent,Outlier,Bacteroides
NODE_101_length_5146_cov_4.143242,Unassigned,Unassigned,N,virulent,Outlier,unknown
NODE_132_length_4815_cov_4.248739,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_187_length_4224_cov_11.215639,Unassigned,Unassigned,N,virulent,Outlier,unknown
NODE_68_length_4575_cov_3.739381,Unassigned,Unassigned,N,virulent,Outlier,unknown
NODE_158_length_5148_cov_3.646574,Caudovirales,Siphoviridae,N,virulent,Singleton,unknown
NODE_189_length_3541_cov_11.063683,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_255_length_3280_cov_4.360930,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_91_length_5499_cov_8.115173,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_61_length_7517_cov_23.612570,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_102_length_4623_cov_4.721322,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_11_length_6460_cov_9.090867,Unassigned,Unassigned,N,virulent,Singleton,Staphylococcus
NODE_43_length_4061_cov_20.790315,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_111_length_4203_cov_358.540743,Unassigned,Unassigned,N,virulent,572_0,Bacteroides
NODE_232_length_3469_cov_23.531634,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_38_length_6119_cov_8.425462,Unassigned,Unassigned,N,virulent,941_0,unknown
NODE_75_length_3001_cov_4.379158,Caudovirales,Siphoviridae,N,virulent,666_0,unknown
NODE_36_length_6081_cov_5.554265,Caudovirales,Unassigned,N,virulent,Overlap,unknown
NODE_91_length_7608_cov_7.396531,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_99_length_3248_cov_33.352646,Caudovirales,Siphoviridae,N,virulent,Outlier,Clostridium
NODE_94_length_7482_cov_5.365289,Caudovirales,Myoviridae,N,virulent,1033_0,unknown
NODE_236_length_3230_cov_4.082205,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_121_length_5220_cov_7.204259,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_67_length_6469_cov_7.459620,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_108_length_5397_cov_23.179521,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_257_length_3331_cov_4.706960,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_481_length_3788_cov_4.385749,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_82_length_5384_cov_3.630137,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_34_length_6141_cov_6.305291,Unassigned,crAssphage,Y,virulent,Singleton,unknown
NODE_90_length_3511_cov_4.110243,Caudovirales,Siphoviridae,N,virulent,933_0,unknown
NODE_119_length_5281_cov_16.690394,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_145_length_8820_cov_118.231261,Caudovirales,Podoviridae,N,virulent,59_0,unknown
NODE_33_length_5607_cov_20.974063,Caudovirales,Unassigned,N,virulent,548_0,Erysipelatoclostridium
NODE_93_length_5740_cov_6.720141,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_204_length_3699_cov_3.173710,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_124_length_6177_cov_4.653708,no_order_Microviridae,Microviridae,N,virulent,624_0,unknown
NODE_53_length_5868_cov_5.545501,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_3_length_7450_cov_3.815416,Caudovirales,Siphoviridae,N,virulent,Outlier,Enterocloster
NODE_191_length_3515_cov_6.335549,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_217_length_3666_cov_6.099695,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_109_length_3030_cov_2.714622,Unassigned,Unassigned,N,virulent,617_0,unknown
NODE_153_length_3857_cov_4.286165,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_21_length_7042_cov_13.945041,Caudovirales,Siphoviridae,N,virulent,674_0,unknown
NODE_57_length_3766_cov_4.140124,Caudovirales,Myoviridae,N,virulent,Outlier,unknown
NODE_131_length_6056_cov_15.310615,Unassigned,crAssphage,Y,virulent,Singleton,unknown
NODE_197_length_3504_cov_5.646564,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_41_length_3948_cov_3.960956,Unassigned,Unassigned,N,virulent,Singleton,unknown
NODE_118_length_6277_cov_3.488428,Unassigned,Unassigned,N,virulent,Singleton,Akkermansia
