ContigName,Order,Family,crAssphage,LifeCycle,ViralCluster,CRISPRHost
VIRSorter_NODE_42_length_17313_cov_4_345514-cat_2,Caudovirales,Podoviridae,N,lytic,570_0,NA
VIRSorter_NODE_30_length_6763_cov_23_268837-cat_1,Caudovirales,Podoviridae,N,lytic,58_0,NA
VIRSorter_NODE_65_length_4842_cov_5_105832-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_10_length_7937_cov_2_744686-cat_2,Caudovirales,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_117_length_4300_cov_2_090103-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_156_length_4817_cov_32_940299-cat_2,Caudovirales,Siphoviridae,N,lytic,805_0,NA
VIRSorter_NODE_2_length_61767_cov_9_262589-cat_2,Caudovirales,Podoviridae,N,lytic,576_1,Bacteroides
VIRSorter_NODE_7_length_12079_cov_146_341700-cat_2,Caudovirales,Siphoviridae,N,lytic,638_0,NA
VIRSorter_NODE_114_length_3119_cov_42_267098-cat_2,Caudovirales,Unassigned,N,lytic,709_0,NA
VIRSorter_NODE_47_length_3810_cov_1_872115-cat_1,Caudovirales,Myoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_44_length_4223_cov_3_034180-cat_2,Caudovirales,Myoviridae,N,lytic,898_0,NA
VIRSorter_NODE_43_length_22003_cov_4_447705-cat_3,Caudovirales,Unassigned,N,lytic,Singleton,NA
VIRSorter_NODE_38_length_18440_cov_3_600175-cat_2,Caudovirales,Siphoviridae,N,lytic,769_0,NA
VIRSorter_NODE_102_length_3592_cov_4_692063-cat_2,Unassigned,Unassigned,N,lytic,574_0,NA
VIRSorter_NODE_2_length_92041_cov_12_190025-circular-cat_2,Caudovirales,Siphoviridae,N,lytic,787_0,NA
VIRSorter_NODE_72_length_3165_cov_2_060566-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_93_length_3053_cov_2_485646-cat_2,Caudovirales,Unassigned,N,lytic,Outlier,Bacteroides
VIRSorter_NODE_7_length_16261_cov_12_242841-cat_2,Caudovirales,Siphoviridae,N,lytic,642_0,NA
VIRSorter_NODE_20_length_9082_cov_3_012954-cat_1,Caudovirales,Siphoviridae,N,lytic,Overlap,NA
VIRSorter_NODE_265_length_3134_cov_1_809112-cat_2,Unassigned,Unassigned,N,lytic,701_0,NA
VIRSorter_NODE_22_length_6325_cov_3_597128-circular-cat_2,no_order_Microviridae,Microviridae,N,lytic,685_0,Bacteroides
VIRSorter_NODE_52_length_15347_cov_3_129041-cat_2,Caudovirales,Myoviridae,N,lytic,766_0,NA
VIRSorter_NODE_40_length_4225_cov_66_132016-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_175_length_4620_cov_32_271533-cat_2,Caudovirales,Myoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_17_length_26231_cov_3_805279-cat_2,Caudovirales,Siphoviridae,N,lysogenic,568_0,Bacteroides
VIRSorter_NODE_21_length_4856_cov_2_301755-cat_2,Unassigned,Unassigned,N,lytic,700_0,Bacteroides
VIRSorter_NODE_174_length_4673_cov_2_622965-cat_2,Unassigned,Unassigned,N,lytic,841_0,NA
VIRSorter_NODE_108_length_6484_cov_19_046563-circular-cat_1,no_order_Microviridae,Microviridae,N,lytic,630_0,NA
VIRSorter_NODE_209_length_3933_cov_2_840252-cat_2,Caudovirales,Siphoviridae,N,lytic,301_0,NA
VIRSorter_NODE_52_length_3831_cov_2_769708-cat_2,Caudovirales,Siphoviridae,N,lytic,651_0,Enterocloster
VIRSorter_NODE_3_length_34302_cov_13_309203-cat_2,Caudovirales,Siphoviridae,N,lysogenic,646_0,NA
VIRSorter_NODE_28_length_7678_cov_3_268044-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_34_length_4390_cov_1_699977-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_40_length_7980_cov_4_423660-cat_2,Caudovirales,Unassigned,N,lytic,593_0,NA
VIRSorter_NODE_1_length_140403_cov_23_455331-cat_2,Caudovirales,Myoviridae,N,lytic,640_0,NA
VIRSorter_NODE_45_length_9546_cov_3_925894-cat_2,Caudovirales,Siphoviridae,N,lytic,642_0,NA
VIRSorter_NODE_2_length_6207_cov_1_921217-cat_1,Caudovirales,Podoviridae,N,lytic,658_0,Clostridium
VIRSorter_NODE_77_length_14584_cov_3_946808-cat_3,Unassigned,Unassigned,N,lytic,Singleton,NA
VIRSorter_NODE_75_length_3645_cov_2_030984-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,Enterocloster
VIRSorter_NODE_166_length_3870_cov_3_332354-cat_2,Unassigned,Unassigned,N,lytic,Singleton,NA
VIRSorter_NODE_5_length_5377_cov_2_504952-cat_2,Caudovirales,Siphoviridae,N,lytic,699_0,Bacteroides
VIRSorter_NODE_135_length_4338_cov_5_322014-circular-cat_2,Unassigned,Unassigned,N,lytic,645_0,Bacteroides
VIRSorter_NODE_51_length_5219_cov_2_986253-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_96_length_8408_cov_2_831059-cat_2,Caudovirales,Unassigned,N,lytic,Singleton,NA
VIRSorter_NODE_131_length_3871_cov_25_654647-cat_2,Unassigned,Unassigned,N,lytic,786_0,NA
VIRSorter_NODE_25_length_10602_cov_5_096993-cat_2,Caudovirales,Siphoviridae,N,lytic,Overlap,NA
VIRSorter_NODE_38_length_6807_cov_5_859581-cat_2,Caudovirales,Myoviridae,N,lytic,663_0,Bacteroides
VIRSorter_NODE_2_length_59919_cov_285_298669-cat_2,Caudovirales,Unassigned,N,lytic,Overlap,NA
VIRSorter_NODE_13_length_13969_cov_13_385277-cat_2,Caudovirales,Siphoviridae,N,lytic,Overlap,Clostridium
VIRSorter_NODE_337_length_4974_cov_5_669486-cat_2,Unassigned,Unassigned,N,lysogenic,140_0,Bifidobacterium
VIRSorter_NODE_31_length_7043_cov_82_097744-cat_2,Unassigned,Unassigned,N,lytic,845_0,NA
VIRSorter_NODE_14_length_13787_cov_41_644143-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,Salmonella
VIRSorter_NODE_50_length_9969_cov_6_529974-cat_1,Caudovirales,Siphoviridae,N,lytic,Overlap,Intestinimonas
VIRSorter_NODE_573_length_3461_cov_2_310738-cat_2,Caudovirales,Unassigned,N,lytic,Singleton,NA
VIRSorter_NODE_94_length_3017_cov_3_059516-cat_2,Caudovirales,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_57_length_3578_cov_1_602724-cat_2,Caudovirales,Siphoviridae,N,lytic,759_0,NA
VIRSorter_NODE_4_length_7654_cov_2_015810-cat_2,Unassigned,Unassigned,N,lytic,748_0,NA
VIRSorter_NODE_80_length_4484_cov_2_056461-cat_1,Caudovirales,Podoviridae,N,lytic,Outlier,Erysipelatoclostridium
VIRSorter_NODE_3_length_46453_cov_7_572443-circular-cat_1,Caudovirales,Myoviridae,N,lysogenic,271_0,NA
VIRSorter_NODE_259_length_6023_cov_2_639925-cat_2,Caudovirales,Siphoviridae,N,lytic,764_0,Bacteroides
VIRSorter_NODE_64_length_3257_cov_1_981789-cat_2,Caudovirales,Unassigned,N,lytic,Outlier,Clostridiaceae
VIRSorter_NODE_13_length_22758_cov_9_075207-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_83_length_7358_cov_9_644724-cat_2,Caudovirales,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_193_length_3878_cov_14_177819-cat_1,Caudovirales,Podoviridae,N,lytic,Overlap,NA
VIRSorter_NODE_29_length_6931_cov_1_995591-cat_2,Unassigned,Unassigned,N,lytic,300_0,NA
VIRSorter_NODE_87_length_4226_cov_3_784338-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_469_length_3974_cov_1_893423-cat_2,Unassigned,Unassigned,N,lytic,680_0,NA
VIRSorter_NODE_23_length_11226_cov_4_534012-cat_1,Caudovirales,Siphoviridae,N,lytic,150_0,Subdoligranulum
VIRSorter_NODE_54_length_18234_cov_67_923510-cat_2,Caudovirales,Siphoviridae,N,lysogenic,794_0,Bifidobacterium
VIRSorter_NODE_224_length_6599_cov_2_713690-cat_2,Caudovirales,Siphoviridae,N,lysogenic,Singleton,Bifidobacterium
VIRSorter_NODE_41_length_8438_cov_9_579473-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_17_length_4539_cov_2_307797-cat_2,Caudovirales,Unassigned,N,lytic,469_0,NA
VIRSorter_NODE_139_length_4986_cov_3_054744-cat_2,Caudovirales,Unassigned,N,lytic,797_0,NA
VIRSorter_NODE_3_length_10637_cov_5_902474-cat_2,Caudovirales,Myoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_13_length_8264_cov_3_817746-cat_1,Caudovirales,Myoviridae,N,lytic,Outlier,Enterocloster
VIRSorter_NODE_46_length_3322_cov_2_883568-cat_2,Caudovirales,Unassigned,N,lytic,698_0,NA
VIRSorter_NODE_12_length_14647_cov_3_027135-cat_1,Caudovirales,Myoviridae,N,lytic,206_0,Enterocloster
VIRSorter_NODE_80_length_5954_cov_5_703278-cat_2,Unassigned,Unassigned,N,lytic,582_0,Bacteroides
VIRSorter_NODE_32_length_9585_cov_3_177204-cat_1,Caudovirales,Myoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_103_length_4802_cov_2_454759-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_166_length_3598_cov_2_244598-cat_2,Unassigned,Unassigned,N,lysogenic,578_0,NA
VIRSorter_NODE_229_length_4197_cov_1_637101-cat_2,Unassigned,Unassigned,N,lytic,758_0,Bacteroides
VIRSorter_NODE_9_length_4106_cov_2_001257-cat_2,Unassigned,Unassigned,N,lytic,817_0,NA
VIRSorter_NODE_222_length_6658_cov_2_466391-cat_2,Caudovirales,Unassigned,N,lysogenic,Singleton,NA
VIRSorter_NODE_24_length_3100_cov_2_072990-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_70_length_15516_cov_23_140230-cat_2,Caudovirales,Siphoviridae,N,lytic,699_0,Bacteroides
VIRSorter_NODE_101_length_3252_cov_1_649600-cat_2,Caudovirales,Siphoviridae,N,lysogenic,Outlier,Hungatella
VIRSorter_NODE_133_length_5848_cov_2_322671-cat_2,Caudovirales,Unassigned,N,lytic,Singleton,NA
VIRSorter_NODE_156_length_3724_cov_1_664443-cat_2,Unassigned,Unassigned,N,lytic,Singleton,NA
VIRSorter_NODE_39_length_8480_cov_4_909853-cat_3,Unassigned,Unassigned,N,lytic,864_0,NA
VIRSorter_NODE_23_length_4142_cov_2_756413-cat_2,Unassigned,Unassigned,N,lytic,711_0,NA
VIRSorter_NODE_37_length_3154_cov_2_028411-cat_2,Unassigned,Unassigned,N,lysogenic,885_0,Erysipelatoclostridium
VIRSorter_NODE_21_length_12916_cov_2_236062-cat_2,Caudovirales,Siphoviridae,N,lysogenic,241_0,NA
VIRSorter_NODE_4_length_13368_cov_3_593460-cat_2,Caudovirales,Siphoviridae,N,lytic,771_0,NA
VIRSorter_NODE_30_length_23973_cov_10_416188-cat_2,Caudovirales,Siphoviridae,N,lytic,592_0,Parabacteroides
VIRSorter_NODE_14_length_25381_cov_4_854162-cat_2,Unassigned,Unassigned,N,lytic,Overlap,NA
VIRSorter_NODE_119_length_6414_cov_2_829171-cat_1,Caudovirales,Siphoviridae,N,lytic,728_0,Bifidobacterium
VIRSorter_NODE_234_length_3443_cov_3_407720-cat_2,Caudovirales,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_172_length_8076_cov_2_108316-cat_2,Caudovirales,Siphoviridae,N,lytic,350_0,NA
VIRSorter_NODE_59_length_17150_cov_4_028080-cat_1,Caudovirales,Siphoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_180_length_4899_cov_3_135373-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_172_length_4743_cov_2698_303726-cat_1,Caudovirales,Siphoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_115_length_3115_cov_3_718206-cat_2,Unassigned,Unassigned,N,lytic,Singleton,NA
VIRSorter_NODE_12_length_28521_cov_36_488202-cat_2,Caudovirales,Myoviridae,N,lytic,557_0,Bacteroides
VIRSorter_NODE_30_length_13516_cov_18_183584-cat_2,Caudovirales,Podoviridae,N,lytic,573_0,NA
VIRSorter_NODE_16_length_10755_cov_2_792153-cat_1,Caudovirales,Myoviridae,N,lytic,Outlier,Syntrophobotulus
VIRSorter_NODE_228_length_6450_cov_1_497232-cat_2,no_order_Microviridae,Microviridae,N,lytic,579_0,Barnesiella
VIRSorter_NODE_33_length_7453_cov_2_364592-cat_2,Unassigned,Unassigned,N,lytic,855_0,Bacteroides
VIRSorter_NODE_204_length_4145_cov_2_041812-cat_2,Caudovirales,Myoviridae,N,lytic,822_0,NA
VIRSorter_NODE_15_length_4483_cov_2_047750-cat_1,Caudovirales,Siphoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_78_length_10947_cov_4_399445-cat_2,Caudovirales,Myoviridae,N,lytic,869_0,NA
VIRSorter_NODE_79_length_3763_cov_2_908416-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_53_length_3726_cov_2_579328-circular-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,Hungatella
VIRSorter_NODE_62_length_4579_cov_2_542004-cat_2,Caudovirales,Siphoviridae,N,lysogenic,848_0,NA
VIRSorter_NODE_116_length_6292_cov_7_235848-cat_2,Caudovirales,Unassigned,N,lytic,Overlap,NA
VIRSorter_NODE_29_length_6942_cov_50_603962-cat_1,Caudovirales,Siphoviridae,N,lytic,526_0,NA
VIRSorter_NODE_45_length_4767_cov_3_055603-cat_1,Caudovirales,Siphoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_243_length_3347_cov_1_934783-cat_2,Unassigned,Unassigned,N,lytic,Singleton,NA
VIRSorter_NODE_29_length_5307_cov_3_032046-circular-cat_2,Caudovirales,Siphoviridae,N,lytic,767_0,NA
VIRSorter_NODE_8_length_34190_cov_26_008103-cat_1,Caudovirales,Siphoviridae,N,lytic,597_0,Bacteroides
VIRSorter_NODE_26_length_5949_cov_2_063209-cat_2,Unassigned,Unassigned,N,lytic,424_0,NA
VIRSorter_NODE_147_length_5401_cov_2_452598-cat_2,Unassigned,Unassigned,N,lytic,Singleton,NA
VIRSorter_NODE_2_length_53014_cov_13_587611-cat_2,Caudovirales,Siphoviridae,N,lysogenic,143_1,NA
VIRSorter_NODE_104_length_4251_cov_5_103540-cat_2,Unassigned,Unassigned,N,lytic,593_0,Bacteroides
VIRSorter_NODE_31_length_23760_cov_5_685694-cat_2,Caudovirales,Myoviridae,N,lytic,788_0,NA
VIRSorter_NODE_5_length_37184_cov_136_927085-cat_2,Caudovirales,Siphoviridae,N,lytic,325_0,Bacteroides
VIRSorter_NODE_1_length_81749_cov_76_138100-cat_2,Caudovirales,Myoviridae,N,lytic,747_0,NA
VIRSorter_NODE_13_length_47093_cov_141_044990-cat_2,Caudovirales,Myoviridae,N,lytic,619_0,NA
VIRSorter_NODE_124_length_5379_cov_2_068165-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,Bacteroides
VIRSorter_NODE_68_length_6542_cov_3_683242-cat_2,Unassigned,Unassigned,N,lytic,Singleton,NA
VIRSorter_NODE_84_length_13664_cov_60_417301-cat_1,Caudovirales,Podoviridae,N,lytic,235_0,NA
VIRSorter_NODE_192_length_4645_cov_1_669765-cat_2,Unassigned,Unassigned,N,lytic,618_0,NA
VIRSorter_NODE_27_length_9192_cov_4_892774-cat_2,Unassigned,Unassigned,N,lysogenic,296_0,NA
VIRSorter_NODE_176_length_3768_cov_2_669596-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_331_length_3175_cov_1_801837-cat_2,Unassigned,Unassigned,N,lytic,739_0,NA
VIRSorter_NODE_75_length_5220_cov_1_848812-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,Alistipes
VIRSorter_NODE_106_length_6701_cov_117_662154-circular-cat_2,no_order_Microviridae,Microviridae,N,lytic,601_0,Bacteroides
VIRSorter_NODE_232_length_3044_cov_3_242372-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_18_length_4138_cov_4_632261-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_122_length_4466_cov_1_955289-cat_1,Caudovirales,Siphoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_21_length_11468_cov_2_057843-cat_2,Caudovirales,Siphoviridae,N,lytic,300_0,NA
VIRSorter_NODE_234_length_3260_cov_2_893712-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_39_length_8936_cov_3_431718-cat_2,Unassigned,Unassigned,N,lytic,753_0,NA
VIRSorter_NODE_49_length_4108_cov_2_683497-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_72_length_15412_cov_6_936212-cat_2,Caudovirales,Myoviridae,N,lytic,638_0,NA
VIRSorter_NODE_102_length_4813_cov_778_665458-cat_2,Unassigned,Unassigned,N,lytic,580_0,NA
VIRSorter_NODE_46_length_3930_cov_1_706810-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_65_length_3038_cov_1_950532-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_195_length_3755_cov_2_235391-cat_2,Unassigned,Unassigned,N,lytic,800_0,NA
VIRSorter_NODE_13_length_19278_cov_5_921780-cat_2,Caudovirales,Siphoviridae,N,lytic,358_0,NA
VIRSorter_NODE_43_length_17187_cov_5_338511-cat_2,Caudovirales,Siphoviridae,N,lytic,635_0,NA
VIRSorter_NODE_253_length_3837_cov_2_776011-cat_2,Unassigned,Unassigned,N,lysogenic,Outlier,NA
VIRSorter_NODE_26_length_9707_cov_2_838831-cat_2,Caudovirales,Siphoviridae,N,lytic,568_0,NA
VIRSorter_NODE_7_length_19315_cov_14_427924-cat_2,Unassigned,Unassigned,N,lytic,Overlap,NA
VIRSorter_NODE_202_length_3796_cov_1_842822-cat_2,Caudovirales,Siphoviridae,N,lytic,372_0,Bacteroides
VIRSorter_NODE_1_length_57877_cov_34_076745-cat_2,Caudovirales,Unassigned,N,lysogenic,Overlap,Bacteroides
VIRSorter_NODE_76_length_6174_cov_3_896147-cat_1,Caudovirales,Siphoviridae,N,lytic,902_0,NA
VIRSorter_NODE_8_length_7850_cov_2_522595-cat_2,Unassigned,Unassigned,N,lytic,747_0,NA
VIRSorter_NODE_121_length_5944_cov_55_247722-circular-cat_2,no_order_Microviridae,Microviridae,N,lytic,Singleton,NA
VIRSorter_NODE_261_length_3196_cov_1_242750-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_169_length_5220_cov_2_781857-cat_1,Caudovirales,Podoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_4_length_44219_cov_6_738842-cat_2,Caudovirales,Siphoviridae,N,lysogenic,729_0,Bacteroides
VIRSorter_NODE_36_length_12442_cov_16_586033-cat_2,Unassigned,Unassigned,N,lytic,673_0,NA
VIRSorter_NODE_502_length_3770_cov_2_246500-cat_1,no_order_Microviridae,Microviridae,N,lytic,715_0,Bacteroides
VIRSorter_NODE_10_length_58160_cov_9_512553-cat_1,Caudovirales,Siphoviridae,N,lytic,678_0,Clostridium
VIRSorter_NODE_101_length_3617_cov_5_018338-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_154_length_4824_cov_2_637641-cat_2,Unassigned,Unassigned,N,lysogenic,Singleton,NA
VIRSorter_NODE_68_length_4242_cov_1_804374-cat_2,Caudovirales,Myoviridae,N,lytic,636_0,NA
VIRSorter_NODE_42_length_4265_cov_6_533833-circular-cat_2,Unassigned,Unassigned,N,lytic,704_0,Bacteroides
VIRSorter_NODE_17_length_5358_cov_2_380233-cat_2,Unassigned,Unassigned,N,lytic,637_0,NA
VIRSorter_NODE_20_length_3645_cov_2_775156-circular-cat_2,Unassigned,Unassigned,N,lytic,772_0,NA
VIRSorter_NODE_14_length_6793_cov_2_820132-cat_2,Unassigned,Unassigned,N,lysogenic,Outlier,Bacteroides
VIRSorter_NODE_23_length_5303_cov_3_399923-cat_2,Unassigned,Unassigned,N,lysogenic,Outlier,NA
VIRSorter_NODE_163_length_8394_cov_3_291762-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_32_length_9214_cov_3_932761-cat_2,Caudovirales,Siphoviridae,N,lytic,Overlap,NA
VIRSorter_NODE_434_length_4174_cov_1_390907-cat_2,Caudovirales,Unassigned,N,lysogenic,Outlier,Bacteroides
VIRSorter_NODE_31_length_3199_cov_1_504883-cat_2,Unassigned,Unassigned,N,lytic,Outlier,Enterocloster
VIRSorter_NODE_5_length_45120_cov_7_955215-circular-cat_1,Caudovirales,Siphoviridae,N,lysogenic,646_0,Blautia
VIRSorter_NODE_1_length_105328_cov_59_351812-circular-cat_2,Caudovirales,Siphoviridae,N,lytic,325_0,Bacteroides
VIRSorter_NODE_47_length_7126_cov_3_378626-cat_2,Caudovirales,Siphoviridae,N,lytic,Overlap,NA
VIRSorter_NODE_62_length_3725_cov_2_126737-cat_2,Unassigned,Unassigned,N,lytic,688_0,NA
VIRSorter_NODE_60_length_12478_cov_2_786657-cat_2,Caudovirales,Unassigned,N,lysogenic,735_0,Alistipes
VIRSorter_NODE_201_length_3106_cov_2_146694-cat_2,Unassigned,Unassigned,N,lytic,Outlier,Enterocloster
VIRSorter_NODE_238_length_3228_cov_1_882941-cat_2,Caudovirales,Siphoviridae,N,lytic,260_0,Bacteroides
VIRSorter_NODE_2_length_15120_cov_3_486760-cat_2,Caudovirales,Podoviridae,N,lytic,611_0,NA
VIRSorter_NODE_4_length_13188_cov_18_209249-cat_2,Caudovirales,Siphoviridae,N,lysogenic,Outlier,NA
VIRSorter_NODE_26_length_5119_cov_2_526042-cat_2,Unassigned,Unassigned,N,lysogenic,Outlier,NA
VIRSorter_NODE_11_length_4545_cov_2_375057-cat_2,Caudovirales,Siphoviridae,N,lysogenic,178_0,Hungatella
VIRSorter_NODE_22_length_7369_cov_1_884424-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_84_length_3541_cov_5_832162-cat_2,Unassigned,Unassigned,N,lytic,736_0,NA
VIRSorter_NODE_16_length_21378_cov_5_653710-cat_2,Unassigned,Unassigned,N,lytic,324_0,Odoribacter
VIRSorter_NODE_17_length_4230_cov_1_620765-cat_1,Unassigned,Unassigned,N,lytic,Singleton,NA
VIRSorter_NODE_8_length_43019_cov_14_118880-circular-cat_1,Caudovirales,Siphoviridae,N,lysogenic,201_0,Prevotella
VIRSorter_NODE_20_length_7113_cov_2_436874-cat_2,Unassigned,Unassigned,N,lytic,Overlap,NA
VIRSorter_NODE_79_length_3513_cov_1_880390-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_193_length_4642_cov_2_212182-cat_1,Caudovirales,Siphoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_25_length_3044_cov_2_277683-cat_2,Unassigned,Unassigned,N,lytic,Outlier,Bacteroides
VIRSorter_NODE_23_length_13198_cov_5_292250-cat_2,Caudovirales,Unassigned,N,lytic,877_0,NA
VIRSorter_NODE_19_length_4481_cov_2_417317-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,Enterocloster
VIRSorter_NODE_50_length_15484_cov_107_017321-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,Prevotella
VIRSorter_NODE_23_length_13794_cov_13_103827-cat_2,Caudovirales,Siphoviridae,N,lytic,Overlap,Parabacteroides
VIRSorter_NODE_88_length_3375_cov_1_830357-cat_2,Unassigned,Unassigned,N,lytic,738_0,NA
VIRSorter_NODE_357_length_4754_cov_4_451048-cat_2,Caudovirales,Siphoviridae,N,lytic,477_0,NA
VIRSorter_NODE_214_length_3120_cov_2_019713-cat_2,Caudovirales,Myoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_19_length_6484_cov_74_464842-circular-cat_1,no_order_Microviridae,Microviridae,N,lytic,713_0,Bacteroides
VIRSorter_NODE_139_length_5984_cov_2_161858-cat_2,Unassigned,Unassigned,N,lytic,668_0,NA
VIRSorter_NODE_45_length_3097_cov_2_563973-cat_2,Unassigned,Unassigned,N,lytic,777_0,NA
VIRSorter_NODE_9_length_57139_cov_113_343945-cat_1,Caudovirales,Siphoviridae,N,lytic,678_0,Clostridium
VIRSorter_NODE_22_length_9076_cov_4_432786-cat_2,Caudovirales,Siphoviridae,N,lysogenic,208_0,Hungatella
VIRSorter_NODE_17_length_14638_cov_29_598649-cat_2,Caudovirales,Siphoviridae,N,lytic,724_0,NA
VIRSorter_NODE_52_length_4969_cov_2_509913-cat_2,Unassigned,Unassigned,N,lytic,610_0,NA
VIRSorter_NODE_23_length_14822_cov_21_466689-cat_1,Caudovirales,Podoviridae,N,lytic,235_0,NA
VIRSorter_NODE_243_length_4000_cov_4_289698-cat_2,Unassigned,Unassigned,N,lysogenic,Outlier,Bacteroides
VIRSorter_NODE_152_length_3368_cov_2_405122-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,Escherichia
VIRSorter_NODE_26_length_3537_cov_145_836657-cat_2,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_60_length_3750_cov_2_070660-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_102_length_6006_cov_3_726314-cat_2,Caudovirales,Siphoviridae,N,lytic,Outlier,Staphylococcus
VIRSorter_NODE_173_length_5083_cov_3_271590-cat_2,Caudovirales,Siphoviridae,N,lytic,Singleton,Blautia
VIRSorter_NODE_140_length_3569_cov_1_988088-cat_2,Caudovirales,Siphoviridae,N,lytic,147_0,NA
VIRSorter_NODE_26_length_4627_cov_2_283333-cat_1,Caudovirales,Myoviridae,N,lytic,Outlier,NA
VIRSorter_NODE_41_length_5302_cov_2_369855-cat_2,Unassigned,Unassigned,N,lytic,707_0,NA
VIRSorter_NODE_34_length_8886_cov_5_428474-cat_2,Caudovirales,Siphoviridae,N,lytic,323_0,Bacteroides
VIRSorter_NODE_121_length_6172_cov_2_790902-cat_2,Caudovirales,Myoviridae,N,lytic,765_0,Ruminococcus
VIRSorter_NODE_27_length_5620_cov_2_120881-cat_2,Caudovirales,Unassigned,N,lytic,Outlier,Clostridiales
VIRSorter_NODE_167_length_4512_cov_3_140332-cat_2,Unassigned,Unassigned,N,lytic,Singleton,NA
VIRSorter_NODE_129_length_4901_cov_4_645187-cat_1,Unassigned,Unassigned,N,lytic,Outlier,NA
VIRSorter_NODE_176_length_4321_cov_58_383166-cat_1,Caudovirales,Siphoviridae,N,lytic,371_0,NA
VIRSorter_NODE_78_length_4856_cov_53_599492-cat_2,Unassigned,Unassigned,N,lytic,852_0,NA
VIRSorter_NODE_14_length_27651_cov_12_266676-cat_1,Caudovirales,Siphoviridae,N,lytic,299_0,Murdochiella
VIRSorter_NODE_458_length_4037_cov_1_596011-cat_2,Unassigned,Unassigned,N,lytic,237_0,NA
VIRSorter_NODE_3_length_39834_cov_8_459894-cat_2,Caudovirales,Siphoviridae,N,lytic,352_0,NA
VIRSorter_NODE_38_length_23607_cov_7_578279-cat_2,Caudovirales,Siphoviridae,N,lysogenic,739_0,Anaeromassilibacillus
VIRSorter_NODE_197_length_4588_cov_1_292535-cat_1,Caudovirales,Siphoviridae,N,lytic,Outlier,NA
